sku,adhesion_strength,adhesive_material,backing_material,brand,breadcrumbs,color,core_size,description,elongation,image_url,manufacturer,part_number,price,standards,tape_length,tape_width,temperature_range,thickness,title,type,unspsc_code,url
923556473,,Rubber,,,"Home > All Products > Adhesives, Sealants, and Tape > Tape > Duct Tape",Brown,"3""","3"" x 60 yds. Brown (3 Pack) Tape Logic[REG] 10 Mil Duct Tape. Great for weather proofing, HVAC, duct repairs and maintenance. Moisture and tear resistant.",,https://img0.fastenal.com/infp360pmm/derivates/3/278/583/$v2/923556473_primary_eng.jpg,FASTENAL APPROVED VENDOR,,115.87,,60 yd,"3""",32&deg;F - 140&deg;F,10 mil,"3"" W x 60 yd L x 10 mil Thk Brown Duct Tape 3Ct",Duct Tape,31201501,https://www.fastenal.com/product/details/923556473
0635288,,Rubber,Polyethylene,,"Home > All Products > Adhesives, Sealants, and Tape > Tape > Duct Tape",White,"3""",Performance grade cloth duct tape available in a wide variety of colors for holding securing seaming repairing bundling splicing packaging color-coding and masking in HVAC industrial commercial utilities trucking and automotive applications and can also be used as a condensation barrier in appliance assemblies. PC 618 is easy to unwind and tear conforms well to a variety of surfaces and offers excellent holding power no matter the job. Performance grade duct tape Excellent tack conformability and holding power Easy to unwind and tear Waterproof backing Natural rubber adhesive Tested in accordance with UL 723 Available in a variety of colors For holding securing seaming repairing bundling splicing packaging and masking in HVAC industrial commercial utilities trucking and automotive applications Can also be used as a condensation barrier in appliance assemblies,17%,https://img2.fastenal.com/infp360pmm/derivates/3/001/330/727/0635272.jpg,SHURTAPE TECHNOLOGIES LLC,200077,63.23,"FSI 15/SDI 25, UL 723",60 yd,"6""",40&deg;F - 200&deg;F,10 mil,"6"" x 60yd x 10mL White Duct Tape Roll",Duct Tape,31201501,https://www.fastenal.com/product/details/0635288
0614862,40 oz/in,Rubber,Polyethylene,,"Home > All Products > Adhesives, Sealants, and Tape > Tape > Duct Tape",White,,"Jobsite DUCTape is a polyethylene (PE) coated cloth tape with an aggressive pressure sensitive natural rubber adhesive. Designed to answer the need for an economical, approach to applications. For shop and site repairs, packaging, wrapping and sealing, binding and bundling, exterminators, book repair, weather proofing, and general maintenance. Meets HUD, L.A. County, and BOCA codes. Tested in accordance with UL-723. Jobsite DUCTape is a polyethylene (PE) coated cloth tape with an aggressive pressure sensitive natural rubber adhesive. Designed to answer the need for an economical, approach to applications. For shop and site repairs, packaging, wrapping and sealing, binding and bundling, exterminators, book repair, weather proofing, and general maintenance. Meets HUD, L.A. County, and BOCA codes. Tested in accordance with UL-723. Packaging, wrapping and sealing, binding and bundling, exterminators, book repair, weather proofing, and general maintenance.",14%,https://img3.fastenal.com/infp360pmm/derivates/3/001/121/951/0614862_primary_eng.jpg,IPG,91409,531.84,,54.80 M,48mm,32&deg;F - 160&deg;F,9 mil,48mm x 54.8M IPG&reg; White AC20 9mL Utility Duct Tape Roll,Duct Tape,31201501,https://www.fastenal.com/product/details/0614862
0559959,40 oz/in,Rubber,Polyethylene,POLYKEN,"Home > All Products > Adhesives, Sealants, and Tape > Tape > Duct Tape",White,"3""","Cargo pit applications for freight aircraft. Challenging applications where high adhesion and flame resistance is critical. Seaming and repairing cargo compartment liner panels. Covering pins and rivets. Patching sealing and bundling. High tensile strength for difficult applications. Extremely conformable. Crisp, straight tear. Moisture, solvent, and abrasion resistant. Aggressive adhesion to surfaces, resists flagging and lifting. Deca-BDE Free. Complies with FAR 25.853(a)(1)(i) Cargo pit applications for freight carrying aircraft. Challenging applications where high adhesion and flame resistance is critical. Seaming and repairing cargo compartment liners. Covering pins and rivets. General purpose patching, sealing, and bundling.",,https://img0.fastenal.com/infp360pmm/derivates/3/001/417/0559959.jpg,"BERRY GLOBAL, INC",1086005,1311.84,Meets FAR 25.853(a)(1)(i),55 M,72mm,40&deg;F - 200&deg;F,12 mil,72mm x 55m 12mil White (Printed) Polyken&reg; 225FR Polyethylene Duct Tape,Duct Tape,31201501,https://www.fastenal.com/product/details/0559959
0559915,75 oz/in,Rubber,Polyethylene,POLYKEN,"Home > All Products > Adhesives, Sealants, and Tape > Tape > Duct Tape",White,"3""","Blocking tape for screen print frames. Can and barrel sealing. Sealing tape for sidewall building materials. Media-blast protection. Waterproof packaging. Carpet pad splicing Premium 12 mil duct tape resists moisture and solvents. High tensile strength and adhesion for difficult applications. Extremely conformable. Crisp, straight tear. Screen blocking of frames in the screen print industry. Waterproof packaging. Can and barrel sealing. Sealing tape for sidewall building materials. Mediablast protection.",,https://img4.fastenal.com/infp360pmm/derivates/3/001/115/794/0559913.jpg,"BERRY GLOBAL, INC",1086591,1021.76,,55 M,72mm,40&deg;F - 200&deg;F,12 mil,72mm x 55m 12mil White Polyken&reg; 221 Polyethylene Duct Tape,Duct Tape,31201501,https://www.fastenal.com/product/details/0559915
0607069,,Rubber,Polyethylene,,"Home > All Products > Adhesives, Sealants, and Tape > Tape > Duct Tape",Red,,3M[TM] Performance Plus Duct Tape 8979N is a highly specialized duct tape ideally suited for demanding applications in the nuclear power plant ship building and steel fabrication industries. It is commonly used for sealing holding identification and protection.Indoors or outdoors 3M Performance Plus Duct Tape 8979N removes cleanly—residue free—up to six months after application on most opaque surfaces. It resists delamination and deterioration from wear abrasion moisture and weathering for up to a year of UV exposure. The thick rubber adhesive attaches well to masonry and other rough surfaces yet removes cleanly leaving little or no adhesives residue. DESIGNED TO ENDURE THE ELEMENTS: Resists UV sunlight and weather to stay on for up to one year without deterioration DESIGNED TO ENDURE THE ELEMENTS: Resists UV sunlight and weather to stay on for up to one year without deterioration DESIGNED TO ENDURE THE ELEMENTS: Resists UV sunlight and weather to stay on for up to one year without deterioration DESIGNED TO ENDURE THE ELEMENTS: Resists UV sunlight and weather to stay on for up to one year without deterioration DESIGNED TO ENDURE THE ELEMENTS: Resists UV sunlight and weather to stay on for up to one year without deterioration DESIGNED TO ENDURE THE ELEMENTS: Resists UV sunlight and weather to stay on for up to one year without deterioration DESIGNED TO ENDURE THE ELEMENTS: Resists UV sunlight and weather to stay on for up to one year without deterioration DESIGNED TO ENDURE THE ELEMENTS: Resists UV sunlight and weather to stay on for up to one year without deterioration DESIGNED TO ENDURE THE ELEMENTS: Resists UV sunlight and weather to stay on for up to one year without deterioration DESIGNED TO ENDURE THE ELEMENTS: Resists UV sunlight and weather to stay on for up to one year without deterioration DESIGNED TO ENDURE THE ELEMENTS: Resists UV sunlight and weather to stay on for up to one year without deterioration DESIGNED TO ENDURE THE ELEMENTS: Resists UV sunlight and weather to stay on for up to one year without deterioration DESIGNED TO ENDURE THE ELEMENTS: Resists UV sunlight and weather to stay on for up to one year without deterioration HIGH VISIBILITY FOR QUICK IDENTIFICATION: Distinctive red color DESIGNED TO ENDURE THE ELEMENTS: Resists UV sunlight and weather to stay on for up to one year without deterioration,,https://img4.fastenal.com/infp360pmm/derivates/3/001/114/513/0605400_Primary_eng.jpg,3M,7010374791,1633.68,,55 M,96mm,200&deg;F,12.10 mil,96mm x 55m Red 3M&trade; 8979N 12.1 mil Performance Plus Nuclear Duct Tape,Duct Tape,31201501,https://www.fastenal.com/product/details/0607069
0614853,55 oz/in,Rubber,Polyethylene,,"Home > All Products > Adhesives, Sealants, and Tape > Tape > Duct Tape",Silver,"3""","XHD DUCTape[TM] is a 10 mil polyester (PET)/polyethylene (PE) coated cloth tape with an aggressive pressure sensitive natural rubber adhesive. For packaging, wrapping and sealing, binding and bundling and general maintenance. XHD DUCTape[TM] is a 10 mil polyester (PET)/polyethylene (PE) coated cloth tape with an aggressive pressure sensitive natural rubber adhesive. For packaging, wrapping and sealing, binding and bundling and general maintenance. Packaging, wrapping and sealing, binding and bundling and general maintenance.",18%,https://img3.fastenal.com/infp360pmm/derivates/3/001/121/959/0614853_primary_eng.jpg,IPG,85875,288.72,UL 723,30 yd,48mm,32&deg;F - 200&deg;F,10 mil,48mm x 30yd IPG&reg; Silver AC29 10mL Utility Duct Tape Roll,Duct Tape,31201501,https://www.fastenal.com/product/details/0614853
0614837,50 oz/in,Rubber,Polyethylene,,"Home > All Products > Adhesives, Sealants, and Tape > Tape > Duct Tape",Silver,,"Acrylic pressure-sensitive adhesive combined with the conformability of biaxiallyoriented polypropylene (BOPP) film provides superior sealing, protection benefits and ease of handling. A metalized film designed for splicing and repairing insulation. Features a high shear aggressive adhesive, which is temperature resistant and flame retardant. UV/Temperature resistant acrylic adhesive combined with inorganic polypropylene film provides a long lasting closure system. Metallic color blends well with all metalized film and reflective insulations providing a nearly invisible seam. Acrylic pressure-sensitive adhesive combined with the conformability of biaxiallyoriented polypropylene (BOPP) film provides superior sealing, protection benefits and ease of handling. A metalized film designed for splicing and repairing insulation. Features a high shear aggressive adhesive, which is temperature resistant and flame retardant. UV/Temperature resistant acrylic adhesive combined with inorganic polypropylene film provides a long lasting closure system. Metallic color blends well with all metalized film and reflective insulations providing a nearly invisible seam. HVAC (Heating, Ventilation and Air Conditioning) applications, reflective insulation, seaming & splicing.",170%,https://img1.fastenal.com/infp360pmm/derivates/3/001/121/954/0614837_primary_eng.jpg,IPG,87789,628.56,,54.80 M,48mm,14&deg;F - 212&deg;F,2.20 mil,48mm x 54.8M IPG&reg; Metallic AC778 Premium BOPP Splice and Seam Tape Roll,Duct Tape,31201501,https://www.fastenal.com/product/details/0614837
0614851,55 oz/in,Rubber,Polyethylene,,"Home > All Products > Adhesives, Sealants, and Tape > Tape > Duct Tape",Silver,,"XHD DUCTape[TM] is a 10 mil polyester (PET)/polyethylene (PE) coated cloth tape with an aggressive pressure sensitive natural rubber adhesive. For packaging, wrapping and sealing, binding and bundling and general maintenance. XHD DUCTape[TM] is a 10 mil polyester (PET)/polyethylene (PE) coated cloth tape with an aggressive pressure sensitive natural rubber adhesive. For packaging, wrapping and sealing, binding and bundling and general maintenance. Packaging, wrapping and sealing, binding and bundling and general maintenance.",18%,https://img3.fastenal.com/infp360pmm/derivates/3/001/121/953/0614851_primary_eng.jpg,IPG,85636,480.48,,54.80 M,72mm,,10 mil,72mm x 54.8M IPG&reg; Silver AC29 10mL Utility Duct Tape Roll,Duct Tape,31201501,https://www.fastenal.com/product/details/0614851
0630121,54 oz/in,Rubber,Polyethylene / Cloth,,"Home > All Products > Adhesives, Sealants, and Tape > Tape > Duct Tape",Silver,"3""","Premium grade cloth duct tape used in stucco masking, as well as applications that require a highly conformable, strong tape. Premium grade cloth duct tape, Excellent holding power, High tensile strength, Conformable, Waterproof backing, Natural rubber adhesive, Green Point Contributor product, Tested in accordance with UL 723 For protecting window and door frames during stucco applications, Used in high performance motorsports, Can also be used to seal duct systems in the HVAC industry, For heavy duty bundling, holding and splicing",11%,https://img3.fastenal.com/infp360pmm/derivates/3/261/165/0630121_primary_eng.jpg,SHURTAPE TECHNOLOGIES LLC,101178,811.84,UL 723,55 M,72mm,50&deg;F - 200&deg;F,12.5 mil,72mm 55 M 12.5 mil Silver Stucco Masking Duct Tape Roll,Duct Tape,31201501,https://www.fastenal.com/product/details/0630121
0631728,,Rubber,Polyethylene,,"Home > All Products > Adhesives, Sealants, and Tape > Tape > Duct Tape",Green,"3""",,12%,https://img2.fastenal.com/infp360pmm/derivates/3/001/136/687/0631728.jpg,SHURTAPE TECHNOLOGIES LLC,202441,821.04,"ASTM D 5486M-12, Type IV",55 M,48mm,50&deg;F - 200&deg;F,12.50 mil,48mmx55m 12.5mL Olive PC625 Duct Tape Roll,Duct Tape,31201501,https://www.fastenal.com/product/details/0631728
0614836,41 oz/in,Rubber,Polyethylene,IPG,"Home > All Products > Adhesives, Sealants, and Tape > Tape > Duct Tape",Silver,,"Polyester (PET) cloth / polyethylene (PE) film with an aggressive pressure sensitive natural rubber adhesive combines to provide a quality utility product. Conformable to irregular surfaces. Polyester (PET) cloth / polyethylene (PE) film with an aggressive pressure sensitive natural rubber adhesive combines to provide a quality utility product. Conformable to irregular surfaces. Packaging, wrapping & sealing, binding & bundling, and general maintenance.",15%,https://img3.fastenal.com/infp360pmm/derivates/3/001/121/971/0530323_primary_eng.jpg,IPG,87610,344.16,,50 M,72mm,,7 mil,72mm x 50M IPG&reg; Silver AC10 7mL Utility Duct Tape Roll,Duct Tape,31201501,https://www.fastenal.com/product/details/0614836
923556464,,Rubber,,,"Home > All Products > Adhesives, Sealants, and Tape > Tape > Duct Tape",Green,"3""","3"" x 60 yds. Green (3 Pack) Tape Logic[REG] 10 Mil Duct Tape. Great for weather proofing, HVAC, duct repairs and maintenance. Moisture and tear resistant.",,https://img1.fastenal.com/infp360pmm/derivates/3/278/583/$v2/923556464_primary_eng.jpg,FASTENAL APPROVED VENDOR,,115.87,,60 yd,"3""",32&deg;F - 140&deg;F,10 mil,"3"" W x 60 yd L x 10 mil Thk Green Duct Tape 3Ct",Duct Tape,31201501,https://www.fastenal.com/product/details/923556464
